idade;classe_trabalho;escolaridade;anos_estudo;estado_civil;raca;sexo;UF;região;qtde_filhos;salario
48;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PI;Nordeste;3;1100
27;Autônomo;Ensino Fundamental Completo;6;Casado;Branco;Masculino;CE;Nordeste;2;1100
19;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;RN;Nordeste;0;2928
38;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;PB;Nordeste;3;3830
26;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Masculino;PE;Nordeste;1;3551
45;Funcionário Público;Ensino Médio Completo;11;Casado;Branco;Masculino;AL;Nordeste;2;3211
20;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;SE;Nordeste;0;3545
32;Funcionário Público;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;BA;Nordeste;4;1922
22;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;MG;Sudeste;2;3883
22;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;ES;Sudeste;0;1100
38;Servidor Público;Ensino Médio Incompleto;9;Solteiro;Negro;Feminino;RJ;Sudeste;0;1479
34;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;SP;Sudeste;5;1100
46;Funcionário Setor Privado;Ensino Fundamental Incompleto;2;Viúvo;Amarelo;Feminino;PR;Sul;3;1100
39;Funcionário Setor Privado;Ensino Médio Completo;13;Divorciado;Branco;Feminino;SC;Sul;1;2634
79;Aposentado;Ensino Médio Incompleto;9;Viúvo;Branco;Feminino;RS;Sul;0;2883
60;;Ensino Médio Completo;13;Casado;Branco;Masculino;MS;Centro-Oeste;2;2222
24;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;MT;Centro-Oeste;2;1100
31;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;GO;Centro-Oeste;0;3356
37;Autônomo;Ensino Médio Completo;13;Casado;Pardo;Masculino;DF;Centro-Oeste;1;3239
23;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;RO;Norte;1;1100
31;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;AC;Norte;5;2609
29;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;AM;Norte;2;2959
22;Servidor Público;Ensino Médio Completo;13;Solteiro;Branco;Feminino;RR;Norte;1;4687
69;Aposentado;Ensino Médio Completo;10;Viúvo;Branco;Feminino;PA;Norte;1;1903
55;Empresário;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;AP;Norte;5;14850
43;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;TO;Norte;4;1100
23;Funcionário Setor Privado;Ensino Fundamental Incompleto;4;Solteiro;Amarelo;Masculino;MA;Nordeste;1;1100
29;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;PI;Nordeste;0;1100
22;Funcionário Setor Privado;Ensino Médio Completo;11;Solteiro;Branco;Feminino;CE;Nordeste;4;2217
22;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;RN;Nordeste;4;3512
25;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PB;Nordeste;3;1100
29;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;PE;Nordeste;3;2425
25;Servidor Público;Ensino Médio Completo;10;Solteiro;Negro;Masculino;AL;Nordeste;4;3473
33;Funcionário Público;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;SE;Nordeste;5;1639
33;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;BA;Nordeste;4;2670
31;Funcionário Setor Privado;Doutorado;16;Solteiro;Branco;Feminino;MG;Sudeste;3;9000
30;Empresário;Mestrado;14;Casado;Branco;Masculino;ES;Sudeste;0;4287
55;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;RJ;Sudeste;2;2010
36;Funcionário Setor Privado;Ensino Médio Incompleto;8;Solteiro;Branco;Masculino;SP;Sudeste;3;1100
47;;Ensino Médio Incompleto;9;Viúvo;Branco;Feminino;PR;Sul;0;1100
28;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;SC;Sul;2;3800
42;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Masculino;RS;Sul;1;9968
51;Funcionário Setor Privado;Ensino Médio Completo;12;Divorciado;Branco;Masculino;MS;Centro-Oeste;5;2092
62;Empresário;Ensino Médio Completo;13;Divorciado;Negro;Feminino;MT;Centro-Oeste;3;3935
65;MEI;Ensino Médio Completo;10;Casado;Branco;Masculino;GO;Centro-Oeste;2;6719
23;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;DF;Centro-Oeste;4;2758
60;;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RO;Norte;0;1100
47;Funcionário Setor Privado;Ensino Fundamental Incompleto;4;Casado;Negro;Masculino;AC;Norte;3;1100
50;MEI;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;AM;Norte;1;5390
70;Aposentado;Ensino Médio Completo;13;Casado;Branco;Masculino;RR;Norte;2;2584
32;Autônomo;Ensino Médio Completo;13;Casado;Branco;Masculino;PA;Norte;3;2348
37;Funcionário Público;Ensino Médio Completo;10;Casado;Branco;Masculino;AP;Norte;1;5930
31;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;TO;Norte;3;1100
76;Aposentado;Ensino Fundamental Completo;6;Viúvo;Negro;Feminino;MA;Nordeste;1;6288
54;Funcionário Setor Privado;Ensino Médio Completo;13;Divorciado;Negro;Feminino;PI;Nordeste;0;3660
32;Funcionário Público;Ensino Médio Completo;13;Casado;Branco;Masculino;CE;Nordeste;0;5436
31;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;RN;Nordeste;5;3946
31;Funcionário Público;Ensino Médio Completo;13;Divorciado;Branco;Masculino;PB;Nordeste;5;4350
65;Autônomo;Mestrado;15;Divorciado;Branco;Masculino;PE;Nordeste;1;8437
30;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;AL;Nordeste;4;1100
63;;Ensino Médio Incompleto;9;Casado;Branco;Masculino;SE;Nordeste;2;1100
21;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;BA;Nordeste;0;3634
40;Funcionário Público;Mestrado;14;Casado;Pardo;Masculino;MG;Sudeste;5;9053
26;Servidor Público;Ensino Médio Completo;10;Solteiro;Branco;Feminino;ES;Sudeste;3;4546
18;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Branco;Feminino;RJ;Sudeste;0;1100
34;Empresário;Ensino Médio Incompleto;9;Casado;Branco;Masculino;SP;Sudeste;4;8085
66;Aposentado;Ensino Médio Completo;10;Divorciado;Branco;Feminino;PR;Sul;3;3356
44;Autônomo;Ensino Médio Completo;10;Solteiro;Branco;Masculino;SC;Sul;5;3461
30;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Branco;Feminino;RS;Sul;2;3195
36;Autônomo;Ensino Médio Completo;13;Solteiro;Branco;Masculino;MS;Centro-Oeste;5;2406
31;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;MT;Centro-Oeste;1;2958
22;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;GO;Centro-Oeste;1;2478
28;;Ensino Fundamental Incompleto;4;Divorciado;Branco;Masculino;DF;Centro-Oeste;5;1100
23;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Pardo;Masculino;RO;Norte;0;1100
49;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Masculino;AC;Norte;1;10262
39;Autônomo;Ensino Médio Completo;13;Separado;Branco;Masculino;AM;Norte;5;3596
67;Aposentado;Ensino Médio Completo;13;Casado;Branco;Masculino;RR;Norte;3;5909
19;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;PA;Norte;2;3504
30;Funcionário Setor Privado;Ensino Médio Completo;12;Casado;Branco;Masculino;AP;Norte;5;2590
25;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Pardo;Feminino;TO;Norte;2;2186
24;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Pardo;Masculino;MA;Nordeste;1;1100
46;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PI;Nordeste;0;1100
37;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Masculino;CE;Nordeste;4;7687
41;Funcionário Público;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RN;Nordeste;3;1325
40;Autônomo;Ensino Médio Completo;10;Casado;Branco;Masculino;PB;Nordeste;1;2728
44;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;PE;Nordeste;1;1100
32;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;AL;Nordeste;2;1100
58;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Negro;Masculino;SE;Nordeste;2;1100
48;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;BA;Nordeste;0;1100
34;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;MG;Sudeste;1;3314
29;Funcionário Setor Privado;Ensino Médio Completo;11;Solteiro;Negro;Feminino;ES;Sudeste;0;3830
46;MEI;Ensino Médio Completo;13;Casado;Branco;Masculino;RJ;Sudeste;0;5224
36;Empresário;Ensino Médio Incompleto;9;Solteiro;Pardo;Masculino;SP;Sudeste;1;7274
59;Empresário;Ensino Médio Completo;13;Solteiro;Branco;Masculino;PR;Sul;1;1763
29;Funcionário Setor Privado;Ensino Médio Incompleto;8;Casado;Branco;Masculino;SC;Sul;3;1100
50;;Mestrado;14;Solteiro;Branco;Masculino;RS;Sul;3;2
25;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MS;Centro-Oeste;1;1100
27;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Pardo;Feminino;MT;Centro-Oeste;3;2909
48;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;GO;Centro-Oeste;1;1100
51;Funcionário Público;Doutorado;16;Solteiro;Branco;Feminino;DF;Centro-Oeste;0;9292
36;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;RO;Norte;4;1100
42;Empresário;Ensino Médio Incompleto;7;Divorciado;Branco;Masculino;AC;Norte;3;8984
49;Servidor Público;Ensino Médio Completo;13;Casado;Branco;Masculino;AM;Norte;5;4042
33;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;RR;Norte;4;2140
40;Funcionário Setor Privado;Ensino Médio Completo;13;Divorciado;Branco;Masculino;PA;Norte;0;3874
26;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;AP;Norte;5;3450
69;Aposentado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;TO;Norte;5;6354
59;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MA;Nordeste;1;1100
30;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;PI;Nordeste;4;1100
31;Empresário;Ensino Médio Completo;12;Casado;Branco;Feminino;CE;Nordeste;5;2099
30;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;RN;Nordeste;5;3031
27;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;PB;Nordeste;4;3098
20;;Ensino Médio Completo;10;Solteiro;Branco;Feminino;PE;Nordeste;2;3276
56;Funcionário Setor Privado;Ensino Médio Completo;12;Divorciado;Branco;Feminino;AL;Nordeste;2;2345
24;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;SE;Nordeste;1;1100
47;Funcionário Setor Privado;Ensino Médio Completo;13;Divorciado;Branco;Feminino;BA;Nordeste;2;2638
51;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Negro;Masculino;MG;Sudeste;3;3753
34;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;ES;Sudeste;1;1100
47;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Negro;Masculino;RJ;Sudeste;5;1100
47;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;SP;Sudeste;1;3853
20;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Pardo;Feminino;PR;Sul;1;3367
34;MEI;Ensino Médio Incompleto;9;Casado;Branco;Masculino;SC;Sul;5;5773
31;Funcionário Setor Privado;Ensino Médio Incompleto;7;Divorciado;Branco;Feminino;RS;Sul;3;1100
42;Funcionário Setor Privado;Ensino Médio Completo;11;Divorciado;Branco;Feminino;MS;Centro-Oeste;3;2200
52;Funcionário Setor Privado;Ensino Fundamental Incompleto;3;União Estável;Branco;Masculino;MT;Centro-Oeste;5;1100
56;Funcionário Setor Privado;Ensino Médio Incompleto;9;Viúvo;Branco;Feminino;GO;Centro-Oeste;1;1100
53;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;DF;Centro-Oeste;1;1100
26;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;RO;Norte;1;2298
81;Aposentado;Ensino Médio Completo;10;Divorciado;Branco;Feminino;AC;Norte;4;5809
28;;Ensino Fundamental Completo;6;Solteiro;Negro;Feminino;AM;Norte;0;1100
57;Funcionário Público;Ensino Médio Completo;10;Divorciado;Branco;Masculino;RR;Norte;2;5848
34;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;PA;Norte;1;1100
31;;Ensino Fundamental Completo;6;Casado;Branco;Masculino;AP;Norte;0;1100
24;Funcionário Setor Privado;Ensino Médio Completo;11;Solteiro;Negro;Feminino;TO;Norte;2;2972
20;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;MA;Nordeste;0;1100
68;Aposentado;Ensino Médio Completo;10;Divorciado;Negro;Feminino;PI;Nordeste;2;2176
60;Funcionário Setor Privado;Ensino Médio Incompleto;9;Separado;Branco;Feminino;CE;Nordeste;4;1100
37;Funcionário Público;Ensino Médio Completo;10;Casado;Branco;Masculino;RN;Nordeste;4;5760
25;Funcionário Setor Privado;Ensino Fundamental Incompleto;4;Solteiro;Branco;Masculino;PB;Nordeste;1;1100
36;Funcionário Público;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PE;Nordeste;0;1366
45;Funcionário Setor Privado;Ensino Médio Completo;12;Casado;Branco;Masculino;AL;Nordeste;4;3372
34;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;SE;Nordeste;5;3811
31;Funcionário Setor Privado;Ensino Médio Completo;13;Separado;Branco;Feminino;BA;Nordeste;2;3908
47;Autônomo;Ensino Médio Completo;13;Casado;Branco;Masculino;MG;Sudeste;1;2186
60;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;Masculino;ES;Sudeste;3;1100
75;Aposentado;Ensino Médio Completo;13;Casado;Branco;Masculino;RJ;Sudeste;3;4651
43;Empresário;Ensino Médio Completo;10;Casado;Branco;Masculino;SP;Sudeste;3;18934
18;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;PR;Sul;2;1100
25;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Pardo;Feminino;SC;Sul;2;3314
20;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;RS;Sul;0;1100
32;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;MS;Centro-Oeste;5;1100
57;MEI;Ensino Médio Completo;13;Casado;Branco;Masculino;MT;Centro-Oeste;1;2492
43;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;GO;Centro-Oeste;1;2122
18;Autônomo;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;DF;Centro-Oeste;1;1100
41;Empresário;Ensino Médio Completo;13;Separado;Negro;Feminino;RO;Norte;1;9782
48;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;AC;Norte;5;1100
35;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;AM;Norte;4;1100
41;Servidor Público;Ensino Médio Completo;11;Casado;Branco;Masculino;RR;Norte;3;4534
23;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Feminino;PA;Norte;1;1100
32;Servidor Público;Ensino Médio Completo;13;Casado;Branco;Masculino;AP;Norte;4;3055
33;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;TO;Norte;2;1100
58;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MA;Nordeste;1;1100
22;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;PI;Nordeste;0;3224
33;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Feminino;CE;Nordeste;3;3749
42;Autônomo;Mestrado;15;Casado;Branco;Masculino;RN;Nordeste;5;6673
25;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;PB;Nordeste;1;1100
39;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PE;Nordeste;3;1100
35;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;AL;Nordeste;4;3301
50;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Feminino;SE;Nordeste;4;2254
49;Empresário;Mestrado;14;Casado;Branco;Masculino;BA;Nordeste;4;17677
25;Empresário;Ensino Médio Completo;13;Solteiro;Branco;Masculino;MG;Sudeste;1;10230
47;Funcionário Público;Ensino Médio Completo;10;Divorciado;Negro;Feminino;ES;Sudeste;3;5455
46;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Feminino;RJ;Sudeste;4;3557
42;Servidor Público;Ensino Médio Completo;12;Divorciado;Negro;Masculino;SP;Sudeste;4;5780
37;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Branco;Masculino;PR;Sul;1;1100
25;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;SC;Sul;5;3484
29;Funcionário Setor Privado;Ensino Fundamental Completo;6;Casado;Branco;Masculino;RS;Sul;1;1100
26;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;MS;Centro-Oeste;3;2030
26;;Ensino Médio Completo;10;Solteiro;Branco;Feminino;MT;Centro-Oeste;2;3038
45;MEI;Ensino Médio Completo;13;Casado;Branco;Masculino;GO;Centro-Oeste;3;6029
34;Funcionário Setor Privado;Ensino Médio Incompleto;9;Separado;Branco;Feminino;DF;Centro-Oeste;3;1100
33;Funcionário Público;Ensino Médio Completo;12;Solteiro;Negro;Feminino;RO;Norte;1;3236
43;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;AC;Norte;3;3566
28;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;AM;Norte;0;1100
51;Autônomo;Ensino Médio Completo;10;Casado;Branco;Masculino;RR;Norte;2;2577
21;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;PA;Norte;4;2556
23;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Branco;Feminino;AP;Norte;1;3017
30;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;TO;Norte;5;1100
46;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Masculino;MA;Nordeste;2;9688
38;MEI;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;PI;Nordeste;3;3064
20;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;CE;Nordeste;0;1100
36;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;RN;Nordeste;2;2247
37;Autônomo;Mestrado;15;Casado;Branco;Masculino;PB;Nordeste;1;10437
44;Empresário;Mestrado;14;Solteiro;Branco;Masculino;PE;Nordeste;5;10216
33;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;AL;Nordeste;2;1100
45;Empresário;Ensino Médio Completo;13;Solteiro;Branco;Masculino;SE;Nordeste;3;10491
47;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;BA;Nordeste;3;2832
54;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Pardo;Masculino;MG;Sudeste;3;1100
17;Menor Aprendiz;Ensino Fundamental Completo;6;Solteiro;Branco;Masculino;ES;Sudeste;0;1100
43;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Feminino;RJ;Sudeste;5;1100
45;Funcionário Setor Privado;Ensino Médio Completo;13;Viúvo;Branco;Feminino;SP;Sudeste;1;3607
37;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;PR;Sul;0;2332
44;Empresário;Ensino Médio Completo;11;Casado;Branco;Masculino;SC;Sul;0;10699
55;Empresário;Mestrado;14;Viúvo;Branco;Feminino;RS;Sul;5;4479
41;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MS;Centro-Oeste;1;1100
23;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;MT;Centro-Oeste;5;3328
38;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Negro;Feminino;GO;Centro-Oeste;5;2938
23;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;DF;Centro-Oeste;3;3300
35;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RO;Norte;3;1100
18;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Branco;Masculino;AC;Norte;1;1100
47;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;Masculino;AM;Norte;1;3447
25;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;RR;Norte;3;2793
41;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PA;Norte;3;1100
23;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Pardo;Feminino;AP;Norte;0;3871
41;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Feminino;TO;Norte;1;1100
26;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;MA;Nordeste;0;3627
30;Empresário;Ensino Médio Completo;10;Solteiro;Branco;Masculino;PI;Nordeste;1;14522
42;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;CE;Nordeste;1;3934
35;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;RN;Nordeste;1;1100
28;;Ensino Médio Completo;13;Solteiro;Branco;Masculino;PB;Nordeste;4;2537
